volcano_number,volcano_name,primary_volcano_type,country,latitude,longitude,elevation,tectonic_settings,evidence_category
320100,Tseax River Cone,Pyroclastic cone,Canada,55.12,-128.9,609,Intraplate / Continental crust (>25 km),Eruption Dated
320110,Crow Lagoon,Pyroclastic cone,Canada,54.7,-130.23,335,Intraplate / Continental crust (>25 km),Evidence Credible
320120,Milbanke Sound Group,Pyroclastic cone(s),Canada,52.5,-128.73,335,Intraplate / Continental crust (>25 km),Evidence Credible
320140,Nazko,Pyroclastic cone(s),Canada,52.928,-123.732,1238,Intraplate / Continental crust (>25 km),Eruption Dated
320150,Wells Gray-Clearwater,Pyroclastic cone(s),Canada,52.33,-120.57,2576,Intraplate / Continental crust (>25 km),Eruption Dated
320160,Silverthrone,Caldera,Canada,51.43,-126.3,3160,Subduction zone / Continental crust (>25 km),Evidence Credible
320170,Bridge River Cones,Volcanic field,Canada,50.8,-123.4,2500,Subduction zone / Continental crust (>25 km),Evidence Credible
320180,Meager,Complex,Canada,50.63,-123.5,2680,Subduction zone / Continental crust (>25 km),Eruption Dated
320190,Garibaldi Lake,Volcanic field,Canada,49.933,-123,2316,Subduction zone / Continental crust (>25 km),Evidence Credible
320200,Garibaldi,Stratovolcano,Canada,49.85,-123,2678,Subduction zone / Continental crust (>25 km),Eruption Dated
320811,Cayley Volcanic Field,Volcanic field,Canada,50.12,-123.28,2375,Subduction zone / Continental crust (>25 km),Evidence Credible
321010,Baker,Stratovolcano(es),United States,48.777,-121.813,3285,Subduction zone / Continental crust (>25 km),Eruption Observed
321020,Glacier Peak,Stratovolcano,United States,48.112,-121.113,3213,Subduction zone / Continental crust (>25 km),Eruption Dated
321030,Rainier,Stratovolcano,United States,46.853,-121.76,4392,Subduction zone / Continental crust (>25 km),Eruption Dated
321040,Adams,Stratovolcano,United States,46.206,-121.49,3742,Subduction zone / Continental crust (>25 km),Eruption Dated
321050,St. Helens,Stratovolcano,United States,46.2,-122.18,2549,Subduction zone / Continental crust (>25 km),Eruption Observed
321060,West Crater,Volcanic field,United States,45.88,-122.08,1329,Subduction zone / Continental crust (>25 km),Eruption Dated
321070,Indian Heaven,Shield(s),United States,45.93,-121.82,1806,Subduction zone / Continental crust (>25 km),Eruption Dated
322010,Hood,Stratovolcano,United States,45.374,-121.695,3426,Subduction zone / Continental crust (>25 km),Eruption Observed
322020,Jefferson,Stratovolcano,United States,44.674,-121.8,3199,Subduction zone / Continental crust (>25 km),Eruption Dated
322030,Blue Lake Crater,Maar,United States,44.411,-121.774,1230,Subduction zone / Continental crust (>25 km),Eruption Dated
322040,Sand Mountain Field,Pyroclastic cone(s),United States,44.38,-121.93,1664,Subduction zone / Continental crust (>25 km),Eruption Dated
322060,Belknap,Shield(s),United States,44.285,-121.841,2095,Subduction zone / Continental crust (>25 km),Eruption Dated
322070,Three Sisters,Complex,United States,44.133,-121.767,3159,Subduction zone / Continental crust (>25 km),Eruption Dated
322090,Bachelor,Stratovolcano,United States,43.979,-121.688,2763,Subduction zone / Continental crust (>25 km),Eruption Dated
322100,Davis Lake,Volcanic field,United States,43.57,-121.82,2163,Subduction zone / Continental crust (>25 km),Eruption Dated
322110,Newberry,Shield,United States,43.722,-121.229,2434,Subduction zone / Continental crust (>25 km),Eruption Dated
322120,Devils Garden,Volcanic field,United States,43.512,-120.861,1698,Rift zone / Continental crust (>25 km),Evidence Uncertain
322150,Cinnamon Butte,Pyroclastic cone(s),United States,43.241,-122.108,1956,Subduction zone / Continental crust (>25 km),Evidence Uncertain
322160,Crater Lake,Caldera,United States,42.93,-122.12,2487,Subduction zone / Continental crust (>25 km),Eruption Dated
322170,Diamond Craters,Volcanic field,United States,43.1,-118.75,1435,Rift zone / Continental crust (>25 km),Eruption Dated
322190,Jordan Craters,Volcanic field,United States,43.147,-117.46,1473,Rift zone / Continental crust (>25 km),Eruption Dated
323010,Shasta,Stratovolcano,United States,41.409,-122.193,4317,Subduction zone / Continental crust (>25 km),Eruption Observed
323020,Medicine Lake,Shield,United States,41.611,-121.554,2412,Subduction zone / Continental crust (>25 km),Eruption Dated
323080,Lassen Volcanic Center,Stratovolcano,United States,40.492,-121.508,3187,Subduction zone / Continental crust (>25 km),Eruption Observed
323100,Clear Lake,Volcanic field,United States,38.97,-122.77,1439,Subduction zone / Continental crust (>25 km),Evidence Credible
323110,Mono Lake Volcanic Field,Pyroclastic cone(s),United States,38,-119.03,2121,Rift zone / Continental crust (>25 km),Eruption Dated
323120,Mono-Inyo Craters,Lava dome(s),United States,37.804,-119.029,2796,Rift zone / Continental crust (>25 km),Eruption Dated
323150,Mammoth Mountain,Lava dome(s),United States,37.631,-119.032,3369,Rift zone / Continental crust (>25 km),Eruption Dated
323160,Ubehebe Craters,Maar(s),United States,37.02,-117.45,752,Rift zone / Continental crust (>25 km),Eruption Dated
323200,Salton Buttes,Lava dome(s),United States,33.197,-115.616,-40,Rift zone / Continental crust (>25 km),Eruption Dated
324010,Black Butte Crater Lava Field,Shield,United States,43.183,-114.352,1478,Rift zone / Continental crust (>25 km),Eruption Dated
324020,Craters of the Moon,Pyroclastic cone(s),United States,43.42,-113.5,2005,Rift zone / Continental crust (>25 km),Eruption Dated
324030,Wapi Lava Field,Shield,United States,42.88,-113.22,1604,Rift zone / Continental crust (>25 km),Eruption Dated
324040,Hell's Half Acre,Shield,United States,43.5,-112.45,1631,Rift zone / Continental crust (>25 km),Eruption Dated
325010,Yellowstone,Caldera(s),United States,44.43,-110.67,2805,Rift zone / Continental crust (>25 km),Eruption Dated
326010,Soda Lakes,Maar(s),United States,39.53,-118.87,1251,Rift zone / Continental crust (>25 km),Evidence Credible
327040,Markagunt Plateau,Volcanic field,United States,37.58,-112.67,2840,Rift zone / Continental crust (>25 km),Evidence Credible
327050,Black Rock Desert,Volcanic field,United States,38.97,-112.5,1800,Rift zone / Continental crust (>25 km),Eruption Dated
327110,Carrizozo,Pyroclastic cone(s),United States,33.78,-105.93,1731,Rift zone / Continental crust (>25 km),Eruption Dated
327120,Zuni-Bandera,Volcanic field,United States,34.8,-108,2550,Rift zone / Continental crust (>25 km),Eruption Dated
327812,Red Hill,Volcanic field,United States,34.25,-108.83,2300,Rift zone / Continental crust (>25 km),Eruption Dated
328010,Dotsero,Maar,United States,39.661,-107.035,2230,Rift zone / Continental crust (>25 km),Eruption Dated
329010,Uinkaret Field,Volcanic field,United States,36.38,-113.13,1555,Rift zone / Continental crust (>25 km),Eruption Dated
329020,San Francisco Volcanic Field,Pyroclastic cone,United States,35.347,-111.678,3850,Rift zone / Continental crust (>25 km),Eruption Dated
331005,West Valley Segment,Submarine,Canada,48.78,-128.64,-2550,Rift zone / Intermediate crust (15-25 km),Unrest / Holocene
331010,Endeavour Segment,Submarine,Canada,47.95,-129.1,-2050,Rift zone / Oceanic crust (< 15 km),Eruption Dated
331011,Cobb Segment,Submarine,Canada,46.88,-129.33,-2100,Rift zone / Oceanic crust (< 15 km),Eruption Dated
331020,CoAxial Segment,Submarine,Undersea Features,46.52,-129.58,-2400,Rift zone / Oceanic crust (< 15 km),Eruption Observed
331021,Axial Seamount,Submarine,Undersea Features,45.95,-130,-1410,Rift zone / Oceanic crust (< 15 km),Eruption Observed
331030,Cleft Segment,Submarine,Undersea Features,44.83,-130.3,-2140,Rift zone / Oceanic crust (< 15 km),Eruption Observed
331031,North Gorda Ridge Segment,Submarine,Undersea Features,42.67,-126.78,-3000,Rift zone / Oceanic crust (< 15 km),Eruption Observed
331032,Jackson Segment,Submarine,Undersea Features,42.15,-127.05,-3100,Rift zone / Oceanic crust (< 15 km),Unrest / Holocene
331040,Escanaba Segment,Submarine,Undersea Features,40.98,-127.5,-1700,Rift zone / Oceanic crust (< 15 km),Eruption Dated
331060,East Blanco Depression,Submarine,Undersea Features,44.267,-129.879,-3000,Rift zone / Intermediate crust (15-25 km),Unrest / Holocene
332000,Loihi,Submarine,United States,18.92,-155.27,-975,Intraplate / Oceanic crust (< 15 km),Eruption Observed
332010,Kilauea,Shield,United States,19.421,-155.287,1222,Intraplate / Oceanic crust (< 15 km),Eruption Observed
332020,Mauna Loa,Shield,United States,19.475,-155.608,4170,Intraplate / Oceanic crust (< 15 km),Eruption Observed
332030,Mauna Kea,Shield,United States,19.82,-155.47,4205,Intraplate / Oceanic crust (< 15 km),Eruption Dated
332040,Hualalai,Shield,United States,19.692,-155.87,2523,Intraplate / Oceanic crust (< 15 km),Eruption Observed
332060,Haleakala,Shield,United States,20.708,-156.25,3055,Intraplate / Oceanic crust (< 15 km),Eruption Dated
333010,Teahitia,Submarine,France,-17.564,-148.821,-1743,Intraplate / Oceanic crust (< 15 km),Eruption Dated
333020,Rocard,Submarine,France,-17.662,-148.586,-2515,Intraplate / Oceanic crust (< 15 km),Eruption Dated
333030,Moua Pihaa,Submarine,France,-18.325,-148.525,-312,Intraplate / Oceanic crust (< 15 km),Eruption Dated
333040,Mehetia,Stratovolcano,France,-17.874,-148.068,389,Intraplate / Oceanic crust (< 15 km),Evidence Credible
333050,Adams Seamount,Submarine,Undersea Features,-25.37,-129.27,-39,Intraplate / Oceanic crust (< 15 km),Eruption Dated
333060,Macdonald,Submarine,Undersea Features,-28.98,-140.25,-39,Intraplate / Oceanic crust (< 15 km),Eruption Observed
334020,Northern EPR at 17°N,Submarine,Undersea Features,16.55,-105.32,-2700,Rift zone / Oceanic crust (< 15 km),Eruption Dated
334021,Northern EPR at 16°N,Submarine,Undersea Features,15.83,-105.43,-2300,Rift zone / Oceanic crust (< 15 km),Eruption Dated
334040,Northern EPR at 10.7°N,Submarine,Undersea Features,10.73,-103.58,-2900,Intraplate / Oceanic crust (< 15 km),Eruption Observed
334050,Northern EPR at 9.8°N,Submarine,Undersea Features,9.83,-104.3,-2500,Rift zone / Oceanic crust (< 15 km),Eruption Observed
334070,Galapagos Rift,Submarine,Undersea Features,0.792,-86.15,-2430,Rift zone / Oceanic crust (< 15 km),Eruption Observed
334100,Southern EPR at 8°S,Submarine,Undersea Features,-8.27,-107.95,-2800,Rift zone / Oceanic crust (< 15 km),Eruption Observed
334120,Southern EPR-Segment K,Submarine,Undersea Features,-17.436,-113.206,-2566,Rift zone / Oceanic crust (< 15 km),Eruption Observed
334130,Southern EPR-Segment J,Submarine,Undersea Features,-18.175,-113.35,-2650,Rift zone / Oceanic crust (< 15 km),Eruption Dated
334140,Southern EPR-Segment I,Submarine,Undersea Features,-18.53,-113.42,-2600,Rift zone / Oceanic crust (< 15 km),Eruption Dated
335020,Hollister Ridge,Submarine,Undersea Features,-53.998,-139.845,-1000,Intraplate / Oceanic crust (< 15 km),Evidence Uncertain
335030,Udintsev Transform,Submarine,Undersea Features,-56.153,-143.373,-5700,Intraplate / Oceanic crust (< 15 km),Evidence Uncertain
341000,"Prieto, Cerro",Lava dome,Mexico,32.418,-115.305,223,Rift zone / Continental crust (>25 km),Evidence Uncertain
341001,Pinacate,Pyroclastic cone(s),Mexico,31.772,-113.498,1200,Subduction zone / Continental crust (>25 km),Evidence Credible
341002,San Quintin Volcanic Field,Pyroclastic cone(s),Mexico,30.468,-115.996,260,Rift zone / Continental crust (>25 km),Evidence Uncertain
341003,"San Luis, Isla",Tuff cone,Mexico,29.97,-114.4,180,Rift zone / Continental crust (>25 km),Evidence Credible
341004,Jaraguay Volcanic Field,Pyroclastic cone(s),Mexico,29.33,-114.5,960,Rift zone / Continental crust (>25 km),Evidence Credible
341005,Coronado,Stratovolcano,Mexico,29.08,-113.513,440,Rift zone / Continental crust (>25 km),Unrest / Holocene
341006,Guadalupe,Shield,Mexico,29.07,-118.28,1100,Rift zone / Oceanic crust (< 15 km),Evidence Credible
341007,San Borja Volcanic Field,Pyroclastic cone(s),Mexico,28.5,-113.75,1360,Rift zone / Continental crust (>25 km),Evidence Credible
341011,"Tortuga, Isla",Shield,Mexico,27.438,-111.881,224,Rift zone / Continental crust (>25 km),Evidence Credible
341012,Comondu-La Purisima,Volcanic field,Mexico,26,-111.92,780,Rift zone / Continental crust (>25 km),Evidence Uncertain
341020,Barcena,Pyroclastic cone(s),Mexico,19.3,-110.82,332,Rift zone / Oceanic crust (< 15 km),Eruption Observed
341021,Socorro,Shield,Mexico,18.78,-110.95,1050,Rift zone / Oceanic crust (< 15 km),Eruption Observed
341022,Durango Volcanic Field,Pyroclastic cone(s),Mexico,24.15,-104.45,2075,Subduction zone / Continental crust (>25 km),Evidence Credible
341023,"Isabel, Isla",Tuff cone(s),Mexico,21.848,-105.886,95,Subduction zone / Continental crust (>25 km),Evidence Uncertain
341024,Sanganguey,Stratovolcano,Mexico,21.45,-104.73,2340,Subduction zone / Continental crust (>25 km),Evidence Credible
341030,Ceboruco,Stratovolcano,Mexico,21.125,-104.508,2280,Subduction zone / Continental crust (>25 km),Eruption Observed
341031,Mascota Volcanic Field,Pyroclastic cone(s),Mexico,20.62,-104.83,2560,Subduction zone / Continental crust (>25 km),Evidence Credible
341040,Colima,Stratovolcano(es),Mexico,19.514,-103.62,3850,Subduction zone / Continental crust (>25 km),Eruption Observed
341060,Michoacan-Guanajuato,Pyroclastic cone(s),Mexico,19.85,-101.75,3860,Subduction zone / Continental crust (>25 km),Eruption Observed
341061,Zitacuaro-Valle de Bravo,Caldera,Mexico,19.4,-100.25,3500,Subduction zone / Continental crust (>25 km),Eruption Dated
341062,Jocotitlan,Stratovolcano,Mexico,19.73,-99.758,3900,Subduction zone / Continental crust (>25 km),Eruption Dated
341070,"Toluca, Nevado de",Stratovolcano,Mexico,19.108,-99.758,4680,Subduction zone / Continental crust (>25 km),Eruption Dated
341080,Chichinautzin,Volcanic field,Mexico,19.08,-99.13,3930,Subduction zone / Continental crust (>25 km),Eruption Dated
341081,Papayo,Lava dome,Mexico,19.308,-98.7,3600,Subduction zone / Continental crust (>25 km),Evidence Credible
341082,Iztaccihuatl,Stratovolcano,Mexico,19.179,-98.642,5230,Subduction zone / Continental crust (>25 km),Evidence Credible
341090,Popocatepetl,Stratovolcano(es),Mexico,19.023,-98.622,5393,Subduction zone / Continental crust (>25 km),Eruption Observed
341091,"Malinche, La",Stratovolcano,Mexico,19.231,-98.032,4461,Subduction zone / Continental crust (>25 km),Eruption Dated
341092,Serdan-Oriental,Tuff cone(s),Mexico,19.27,-97.47,3485,Subduction zone / Continental crust (>25 km),Evidence Credible
341093,"Humeros, Los",Caldera(s),Mexico,19.68,-97.45,3150,Subduction zone / Continental crust (>25 km),Eruption Dated
341094,"Atlixcos, Los",Shield,Mexico,19.809,-96.526,800,Subduction zone / Continental crust (>25 km),Evidence Credible
341095,Naolinco Volcanic Field,Pyroclastic cone(s),Mexico,19.67,-96.75,2000,Subduction zone / Continental crust (>25 km),Eruption Dated
341096,Cofre de Perote,Shield(s),Mexico,19.492,-97.15,4282,Subduction zone / Continental crust (>25 km),Eruption Dated
341097,"Gloria, La",Volcanic field,Mexico,19.33,-97.25,3500,Subduction zone / Continental crust (>25 km),Evidence Credible
341098,"Cumbres,  Las",Stratovolcano,Mexico,19.15,-97.27,3940,Subduction zone / Continental crust (>25 km),Eruption Dated
341100,"Orizaba, Pico de",Stratovolcano,Mexico,19.03,-97.27,5564,Subduction zone / Continental crust (>25 km),Eruption Observed
341110,San Martin,Shield,Mexico,18.57,-95.2,1650,Subduction zone / Continental crust (>25 km),Eruption Observed
341120,"Chichon, El",Lava dome(s),Mexico,17.36,-93.228,1150,Subduction zone / Continental crust (>25 km),Eruption Observed
341130,Tacana,Stratovolcano,Mexico-Guatemala,15.132,-92.109,4064,Subduction zone / Continental crust (>25 km),Eruption Observed
342020,Tajumulco,Stratovolcano,Guatemala,15.043,-91.903,4203,Subduction zone / Continental crust (>25 km),Evidence Credible
342030,Santa Maria,Stratovolcano,Guatemala,14.757,-91.552,3745,Subduction zone / Continental crust (>25 km),Eruption Observed
342040,Almolonga,Stratovolcano,Guatemala,14.797,-91.519,3173,Subduction zone / Continental crust (>25 km),Eruption Observed
342060,Atitlan,Stratovolcano(es),Guatemala,14.583,-91.186,3535,Subduction zone / Continental crust (>25 km),Eruption Observed
342070,Toliman,Stratovolcano(es),Guatemala,14.612,-91.189,3158,Subduction zone / Continental crust (>25 km),Evidence Credible
342080,Acatenango,Stratovolcano(es),Guatemala,14.501,-90.876,3976,Subduction zone / Continental crust (>25 km),Eruption Observed
342090,Fuego,Stratovolcano(es),Guatemala,14.473,-90.88,3763,Subduction zone / Continental crust (>25 km),Eruption Observed
342100,Agua,Stratovolcano,Guatemala,14.465,-90.743,3760,Subduction zone / Continental crust (>25 km),Evidence Credible
342110,Pacaya,Complex,Guatemala,14.382,-90.601,2569,Subduction zone / Continental crust (>25 km),Eruption Observed
342111,Cuilapa-Barbarena,Volcanic field,Guatemala,14.33,-90.4,1454,Subduction zone / Continental crust (>25 km),Evidence Credible
342120,Tecuamburro,Stratovolcano,Guatemala,14.156,-90.407,1845,Subduction zone / Continental crust (>25 km),Eruption Dated
342121,Jumaytepeque,Stratovolcano,Guatemala,14.34,-90.271,1802,Subduction zone / Continental crust (>25 km),Evidence Uncertain
342130,Moyuta,Stratovolcano,Guatemala,14.03,-90.1,1662,Subduction zone / Continental crust (>25 km),Evidence Credible
342140,Flores,Volcanic field,Guatemala,14.308,-89.992,1600,Subduction zone / Continental crust (>25 km),Evidence Credible
342141,Tahual,Stratovolcano,Guatemala,14.43,-89.9,1716,Subduction zone / Continental crust (>25 km),Evidence Credible
342150,"Santiago, Cerro",Volcanic field,Guatemala,14.33,-89.87,1192,Subduction zone / Continental crust (>25 km),Evidence Credible
342160,Suchitan,Stratovolcano(es),Guatemala,14.4,-89.78,2042,Subduction zone / Continental crust (>25 km),Evidence Credible
342170,Chingo,Stratovolcano,Guatemala-El Salvador,14.12,-89.73,1775,Subduction zone / Continental crust (>25 km),Evidence Credible
342180,Ixtepeque,Lava dome(s),Guatemala,14.42,-89.68,1292,Subduction zone / Continental crust (>25 km),Evidence Credible
342190,Ipala,Stratovolcano,Guatemala,14.55,-89.63,1650,Subduction zone / Continental crust (>25 km),Evidence Credible
342200,Chiquimula Volcanic Field,Pyroclastic cone(s),Guatemala,14.83,-89.55,1192,Subduction zone / Continental crust (>25 km),Evidence Credible
343001,San Diego,Volcanic field,El Salvador-Guatemala,14.27,-89.48,781,Subduction zone / Continental crust (>25 km),Evidence Credible
343002,"Singuil, Cerro",Pyroclastic cone(s),El Salvador,14.054,-89.631,926,Subduction zone / Continental crust (>25 km),Evidence Credible
343010,Apaneca Range,Stratovolcano(es),El Salvador,13.872,-89.742,2028,Subduction zone / Continental crust (>25 km),Evidence Credible
343020,Santa Ana,Stratovolcano,El Salvador,13.853,-89.63,2381,Subduction zone / Continental crust (>25 km),Eruption Observed
343030,Izalco,Stratovolcano,El Salvador,13.813,-89.633,1950,Subduction zone / Continental crust (>25 km),Eruption Observed
343041,Coatepeque Caldera,Caldera,El Salvador,13.87,-89.55,746,Subduction zone / Continental crust (>25 km),Evidence Credible
343050,San Salvador,Stratovolcano,El Salvador,13.734,-89.294,1893,Subduction zone / Continental crust (>25 km),Eruption Observed
343051,"Cinotepeque, Cerro",Volcanic field,El Salvador,14.02,-89.25,665,Subduction zone / Continental crust (>25 km),Evidence Credible
343052,Guazapa,Stratovolcano,El Salvador,13.9,-89.12,1438,Subduction zone / Continental crust (>25 km),Evidence Uncertain
343060,Ilopango,Caldera,El Salvador,13.672,-89.053,450,Subduction zone / Continental crust (>25 km),Eruption Observed
343070,San Vicente,Stratovolcano,El Salvador,13.595,-88.837,2182,Subduction zone / Continental crust (>25 km),Evidence Credible
343071,Apastepeque Field,Volcanic field,El Salvador,13.72,-88.77,700,Subduction zone / Continental crust (>25 km),Evidence Credible
343072,Taburete,Stratovolcano,El Salvador,13.435,-88.532,1172,Subduction zone / Continental crust (>25 km),Evidence Uncertain
343080,Tecapa,Stratovolcano,El Salvador,13.494,-88.502,1593,Subduction zone / Continental crust (>25 km),Evidence Credible
343081,Usulutan,Stratovolcano,El Salvador,13.419,-88.471,1449,Subduction zone / Continental crust (>25 km),Evidence Credible
343082,"Tigre, El",Stratovolcano,El Salvador,13.47,-88.43,1640,Subduction zone / Continental crust (>25 km),Evidence Credible
343090,Chinameca,Stratovolcano,El Salvador,13.478,-88.33,1300,Subduction zone / Continental crust (>25 km),Evidence Credible
343100,San Miguel,Stratovolcano,El Salvador,13.434,-88.269,2130,Subduction zone / Continental crust (>25 km),Eruption Observed
343101,"Aramuaca, Laguna",Maar,El Salvador,13.428,-88.105,181,Subduction zone / Continental crust (>25 km),Evidence Credible
343130,"Tigre, Isla el",Stratovolcano,Honduras,13.272,-87.641,783,Subduction zone / Continental crust (>25 km),Evidence Credible
343140,"Zacate Grande, Isla",Stratovolcano,Honduras,13.33,-87.63,640,Subduction zone / Continental crust (>25 km),Evidence Credible
343150,"Yojoa, Lago",Volcanic field,Honduras,14.964,-87.983,1060,Subduction zone / Continental crust (>25 km),Eruption Dated
344010,Cosiguina,Stratovolcano,Nicaragua,12.98,-87.57,872,Subduction zone / Continental crust (>25 km),Eruption Observed
344020,San Cristobal,Stratovolcano,Nicaragua,12.702,-87.004,1745,Subduction zone / Continental crust (>25 km),Eruption Observed
344040,Telica,Stratovolcano(es),Nicaragua,12.606,-86.84,1036,Subduction zone / Continental crust (>25 km),Eruption Observed
344060,Rota,Stratovolcano,Nicaragua,12.55,-86.75,832,Subduction zone / Continental crust (>25 km),Evidence Credible
344070,"Negro, Cerro",Pyroclastic cone(s),Nicaragua,12.506,-86.702,728,Subduction zone / Continental crust (>25 km),Eruption Observed
344080,"Pilas, Las",Complex,Nicaragua,12.495,-86.688,1088,Subduction zone / Continental crust (>25 km),Eruption Observed
344090,Momotombo,Stratovolcano,Nicaragua,12.423,-86.539,1270,Subduction zone / Continental crust (>25 km),Eruption Observed
344091,Apoyeque,Pyroclastic shield,Nicaragua,12.242,-86.342,518,Subduction zone / Continental crust (>25 km),Eruption Dated
344092,Nejapa-Miraflores,Fissure vent(s),Nicaragua,12.12,-86.32,360,Subduction zone / Continental crust (>25 km),Eruption Dated
344100,Masaya,Caldera,Nicaragua,11.985,-86.165,594,Subduction zone / Continental crust (>25 km),Eruption Observed
344101,Granada,Fissure vent(s),Nicaragua,11.92,-85.98,300,Subduction zone / Continental crust (>25 km),Evidence Credible
344110,Mombacho,Stratovolcano,Nicaragua,11.826,-85.968,1344,Subduction zone / Continental crust (>25 km),Unrest / Holocene
344111,Zapatera,Shield,Nicaragua,11.73,-85.82,629,Subduction zone / Continental crust (>25 km),Evidence Credible
344120,Concepcion,Stratovolcano,Nicaragua,11.538,-85.622,1700,Subduction zone / Continental crust (>25 km),Eruption Observed
344131,Esteli,Fissure vent(s),Nicaragua,13.17,-86.4,899,Subduction zone / Continental crust (>25 km),Evidence Uncertain
344132,"Ciguatepe, Cerro el",Stratovolcano,Nicaragua,12.53,-86.142,603,Subduction zone / Continental crust (>25 km),Evidence Uncertain
344133,"Lajas, Las",Shield,Nicaragua,12.3,-85.73,926,Subduction zone / Continental crust (>25 km),Evidence Uncertain
345010,Orosi,Stratovolcano(es),Costa Rica,10.98,-85.473,1659,Subduction zone / Continental crust (>25 km),Evidence Uncertain
345020,Rincon de la Vieja,Complex,Costa Rica,10.83,-85.324,1916,Subduction zone / Continental crust (>25 km),Eruption Observed
345030,Miravalles,Stratovolcano,Costa Rica,10.748,-85.153,2028,Subduction zone / Continental crust (>25 km),Eruption Observed
345031,Tenorio,Stratovolcano(es),Costa Rica,10.673,-85.015,1916,Subduction zone / Continental crust (>25 km),Evidence Credible
345033,Arenal,Stratovolcano,Costa Rica,10.463,-84.703,1670,Subduction zone / Continental crust (>25 km),Eruption Observed
345034,Platanar,Stratovolcano(es),Costa Rica,10.3,-84.366,2267,Subduction zone / Continental crust (>25 km),Evidence Credible
345040,Poas,Stratovolcano,Costa Rica,10.2,-84.233,2708,Subduction zone / Continental crust (>25 km),Eruption Observed
345050,Barva,Complex,Costa Rica,10.135,-84.1,2906,Subduction zone / Continental crust (>25 km),Eruption Dated
345060,Irazu,Stratovolcano,Costa Rica,9.979,-83.852,3432,Subduction zone / Continental crust (>25 km),Eruption Observed
345070,Turrialba,Stratovolcano,Costa Rica,10.025,-83.767,3340,Subduction zone / Continental crust (>25 km),Eruption Observed
346010,Baru,Stratovolcano,Panama,8.808,-82.543,3474,Subduction zone / Continental crust (>25 km),Eruption Observed
346030,"Valle, El",Stratovolcano,Panama,8.58,-80.17,1185,Subduction zone / Continental crust (>25 km),Evidence Uncertain
351011,Romeral,Stratovolcano,Colombia,5.203,-75.363,3769,Subduction zone / Continental crust (>25 km),Eruption Dated
351012,"Bravo, Cerro",Stratovolcano,Colombia,5.091,-75.293,3985,Subduction zone / Continental crust (>25 km),Eruption Dated
351020,"Ruiz, Nevado del",Stratovolcano,Colombia,4.892,-75.324,5279,Subduction zone / Continental crust (>25 km),Eruption Observed
351021,Santa Isabel,Shield,Colombia,4.818,-75.365,4944,Subduction zone / Continental crust (>25 km),Eruption Dated
351030,"Tolima, Nevado del",Stratovolcano,Colombia,4.658,-75.33,5215,Subduction zone / Continental crust (>25 km),Eruption Observed
351040,Machin,Stratovolcano,Colombia,4.487,-75.389,2749,Subduction zone / Continental crust (>25 km),Eruption Dated
351050,"Huila, Nevado del",Stratovolcano,Colombia,2.93,-76.03,5364,Subduction zone / Continental crust (>25 km),Eruption Observed
351060,Purace,Stratovolcano(es),Colombia,2.32,-76.4,4650,Subduction zone / Continental crust (>25 km),Eruption Observed
351061,Sotara,Stratovolcano,Colombia,2.108,-76.592,4400,Subduction zone / Continental crust (>25 km),Evidence Credible
351070,Dona Juana,Stratovolcano,Colombia,1.5,-76.936,4137,Subduction zone / Continental crust (>25 km),Eruption Observed
351080,Galeras,Complex,Colombia,1.22,-77.37,4276,Subduction zone / Continental crust (>25 km),Eruption Observed
351090,Azufral,Stratovolcano,Colombia,1.08,-77.68,4070,Subduction zone / Continental crust (>25 km),Eruption Dated
351100,Cumbal,Stratovolcano,Colombia,0.95,-77.87,4764,Subduction zone / Continental crust (>25 km),Eruption Observed
351110,Chiles-Cerro Negro,Stratovolcano,Colombia-Ecuador,0.817,-77.938,4698,Subduction zone / Continental crust (>25 km),Evidence Uncertain
352001,Soche,Stratovolcano,Ecuador,0.552,-77.58,3955,Subduction zone / Continental crust (>25 km),Eruption Dated
352002,Chachimbiro,Stratovolcano,Ecuador,0.468,-78.287,4106,Subduction zone / Continental crust (>25 km),Eruption Dated
352003,Cuicocha,Caldera,Ecuador,0.308,-78.364,3246,Subduction zone / Continental crust (>25 km),Eruption Dated
352004,Imbabura,Compound,Ecuador,0.258,-78.183,4609,Subduction zone / Continental crust (>25 km),Eruption Dated
352005,Mojanda,Stratovolcano(es),Ecuador,0.13,-78.27,4263,Subduction zone / Continental crust (>25 km),Evidence Uncertain
352006,Cayambe,Compound,Ecuador,0.029,-77.986,5790,Subduction zone / Continental crust (>25 km),Eruption Observed
352010,Reventador,Stratovolcano,Ecuador,-0.077,-77.656,3562,Subduction zone / Continental crust (>25 km),Eruption Observed
352011,Pululahua,Caldera,Ecuador,0.038,-78.463,3356,Subduction zone / Continental crust (>25 km),Eruption Dated
352020,Guagua Pichincha,Stratovolcano,Ecuador,-0.171,-78.598,4784,Subduction zone / Continental crust (>25 km),Eruption Observed
352021,Atacazo,Stratovolcano,Ecuador,-0.353,-78.617,4463,Subduction zone / Continental crust (>25 km),Eruption Dated
352022,Chacana,Caldera,Ecuador,-0.375,-78.25,4643,Subduction zone / Continental crust (>25 km),Eruption Observed
352030,Antisana,Stratovolcano,Ecuador,-0.481,-78.141,5753,Subduction zone / Continental crust (>25 km),Eruption Observed
352031,Aliso,Stratovolcano,Ecuador,-0.53,-78,4267,Subduction zone / Continental crust (>25 km),Eruption Dated
